cctvid,roadsection,px,py,url,status
66000C000143,"經貿七路/中平路(右側車流往中清路),Jingmao 7th Rd/Zhongping Rd (Right side Traffic flow to Zhongqing Rd)",120.6582,24.19272,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000143,0
66000C000144,河南路/中科路 (右側車流往文心路)   Henan Rd/ Zhongke Rd. (Right side Traffic flow to Wenxin Rd),120.6549,24.17617,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000144,0
66000C000146,環中路/中央公園北側停車場(車流往中清路)Huanzhong Rd/Central Park North Parking Lot.(Traffic flow to Zhongqing Rd),120.6498,24.19693,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000146,0
66000C000147,文心路/河南路(右側車流往台灣大道) Wenxin Rd/Henan Rd(Right side Traffic flow to Taiwan Blvd.),120.6612,24.17172,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000147,0
66000C000148,"經貿路/黎明路(右側車流往河南路),Jingmao Rd/ Liming Rd (Right side Traffic flow to Henan Rd)",120.655,24.19593,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000148,0
66000C000149,"凱旋路/港隆街(右側車流往河南路),Kaixuan Rd/Ganglong St (Right side Traffic flow to Henan Rd)",120.6481,24.19547,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000149,0
66000C000150,凱旋路/敦化路(右側車流往環中路) Kaixuan Rd/Dunhua Rd( (Right side Traffic flow to Huanzhong Rd),120.6519,24.18531,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000150,0
66000C000151,"經貿路/河南路(右側車流往環中路),Jingmao Rd/Henan Rd (Right side Traffic flow to Huanzhong Rd))",120.659,24.17636,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000151,0
66000C000152,"河南路/凱旋路(右側車流往文心路),Henan Rd/Kaixuan Rd (Right side Traffic flow to Wenxin Rd)",120.6518,24.17614,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000152,0
66000C000154,"臺灣大道/惠來路(右側車流往台中交流道),Taiwan Blvd/Huilai Rd (Right side Traffic flow to Taichung Interchange)",120.6437,24.16582,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000154,0
66000C000165,中科路/中央公園遊客中心(右側車流往環中路Zhongke Rd/Central Park Visitor Center (Right side Traffic flow to Huanzhong Rd,120.6556,24.17982,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000165,0
66000C000168,"臺灣大道/惠來路(右側車流往文心路),Taiwan Blvd/Huilai Rd (Right side Traffic flow to Wenxin Rd)",120.6437,24.16566,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000168,0
66000C000178,"五權西路/向上路(右側車流往南屯交流道),Wuquan W. Rd/Wenxin Rd (Right side Traffic flow to Nantun Interchange)",120.6323,24.1456,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000178,0
66000C000179,"中清路引道/中清路(右側車流往文心路),Zhongqing Rd Approach /Zhongqing Rd (Right side Traffic flow to Wenxin Rd)",120.6565,24.19907,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000179,0
66000C000180,"敦化路/中清路(右側車流往經貿路),Dunhua Rd/Zhongqing Rd (Right side Traffic flow to Jingmao Rd)",120.6639,24.18547,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000180,0
66000C000181,"中清路/文心路(右側車流往進化北路),Zhongqing Rd/Wenxin Rd (Right side Traffic flow to Jinhua N. Rd)",120.6714,24.17381,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000181,0
66000C000182,忠明路/中清路(右側車流往崇德路) Zhongming Rd. / Zhongqing Rd.(Right side Traffic flow to Chongde Rd.),120.6744,24.16297,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000182,0
66000C000186,"五權西路/龍富路(右側車流往南屯交流道),Wuquan W. Rd/Wenxin Rd (Right side Traffic flow to Nantun Interchange)",120.6262,24.14857,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000186,0
66000C000192,"東山路/祥順路(右側車流往大坑九號步道),Dongshan Rd / Xiangshun Rd (Right side Traffic flow to Dakeng No. 9 Trail)",120.7374,24.17847,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000192,0
66000C000193,河南路/經貿路(右側車流往文心路) Henan Rd/Jingmao Rd (Right side Traffic flow to Wenxin Rd),120.6586,24.17621,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000193,0
66000C000204,"太原路/環中東路東側(右側車流往北屯路),Taiyuan Rd/East side ofHuanzhong E.Rd (Right side Traffic flow to  Beitun Rd)",120.7196,24.16308,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000204,0
66000C000205,"太原路/環中東路西側(右側車流往祥順路),Taiyuan Rd/West side of Huandong E.Rd (Right side Traffic flow to  Xiangshun Rd",120.7191,24.16311,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000205,0
66000C000212,"松竹路/環中東路(右側車流往北屯路),Songzhu Rd./Huanzhong E.Rd.(Right side Traffic flow to Beitun Rd.)",120.7215,24.18196,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000212,0
66000C000216,"大肚區藍色公路(右側車流往自由路),Huanan Rd (Right side Traffic flow to Ziyou Rd)",120.5674,24.15641,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000216,0
66000C000217,"大肚區藍色公路橋梁(右側車流往遊園路),Huanan Rd bridge (Right side Traffic flow to Youyuan Rd)",120.5613,24.15478,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000217,0
66000C000218,"大肚區華山路(右側車流往自由路),Huashan Rd (Right side Traffic flow to Ziyou Rd)",120.5523,24.16006,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000218,0
66000C000220,南興三路/北屯路426之8巷(右側車流往松竹車站) ),120.7014,24.17833,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000220,0
66000C000221,文心路/大墩十九街(右側車流往台灣大道) Wenxin Rd/Dadun 19th St.(Right side Traffic flow to Taiwan Blvd),120.648,24.16049,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000221,0
66000C000222,"復興路/臺中後火車站(右側車流往台中路),Fuxing Rd/Taichung Station (Right side Traffic flow to Taichung Rd)",120.6865,24.13597,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000222,0
66000C000223,環中路/中清路180巷(車流往崇德路)Huanzhong Rd/Zhongqing Rd Ln. 180 (Traffic flow to Chongde Rd),120.6613,24.20073,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000223,0
66000C000224,"大智北路/復興路口(右側車流往建成路),Dazhi N. Rd/Fuxing Rd (Right side Traffic flow to Jiancheng Rd)",120.6878,24.1368,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000224,0
66000C000225,"環中東路/東山路(右側車流往太原路),Huanzhong E.Rd/Dongshan Rd (Right side Traffic flow to  Taiyuan Rd)",120.721,24.17601,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000225,0
66000C000226,"環中東路/軍福十六路(右側車流往松竹路),Huanzhong E.Rd/Junfu 16th Rd (Right side Traffic flow to o Songzhu Rd)",120.7211,24.17497,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000226,0
66000C000234,"敦富路/南興北一街(右側車流往潭子),Dunfu Rd/Nanxing North 1st Street (Right side Traffic flow to Tanzi)",120.7076,24.18653,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000234,0
66000C000235,"敦化路/仁平路(右側車流往凱旋路), Dunhua Rd/Renping Rd(Right side Traffic flow to Kaixuan Rd)",120.6617,24.18495,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000235,0
66000C000236,"環中路/中山路(右側車流往崇德路),Huanzhong Rd/Zhongshan Rd (Right side Traffic flow to Chongde Rd)",120.7038,24.20113,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000236,0
66000C000237,環中路/同榮東路(車流往崇德路)Huanzhong Rd/Tongrong E.Rd (Traffic flow to Chongde Rd),120.6652,24.20076,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000237,0
66000C000238,"經補路/東山路(右側車流往祥順路),Jingbu Rd /Dongshan Rd (Right side Traffic flow to Xiangshun Rd)",120.7337,24.17696,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000238,0
66000C000239,"敦富路/敦富二街(右側車流往松竹路),Dunfu Rd / Dunfu Second Street (Right side Traffic flow to Songzhu Rd)",120.7078,24.18508,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000239,0
66000C000242,"市政北七路/惠中路(右側車流往百貨商圈),Shizheng N. 7th Rd/Huizhong Rd (Right side Traffic flow to Department Store)",120.6454,24.16255,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000242,0
66000C000243,豐陽路/豐勢路一段147巷(Fengyang Rd/Fengshi Rd Ln. 147),120.7248,24.25438,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000243,0
66000C000246,"臺灣大道/安和路(右側車流往文心路),Taiwan Blvd/Anhe Rd (Right side Traffic flow to Wenxin Rd)",120.6245,24.17873,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000246,0
66000C000247,"惠中路/市政北七路(右側車流往臺灣大道),Huizhong Rd/Shizheng N. 7th Rd (Right side Traffic flow to Taiwan Blvd)",120.645,24.1625,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000247,0
66000C000250,中科路/經貿八路(右側車流往環中路) Zhongke Rd/Jingmao 8th Rd (Right side Traffic flow to Huanzhong Rd),120.6543,24.19422,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000250,0
66000C000251,"仁愛路/旱溪東路(國4豐原聯絡道),Ren'ai Rd/Hanxi E. Rd (Right side Traffic flow to Fengyuan Access Rd)",120.7182,24.21811,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000251,0
66000C000252,進德路/樂業二路(右側車流往復興東路) Jinde Rd./Leye 2nd Rd.(Right side Traffic flow to Fuxing E. Rd.),120.693,24.13467,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000252,0
66000C000253,"環中路/崇德路(車流往中清路),Huanzhong Rd/Chongde Rd (traffic to Zhongqing Rd)",120.6864,24.20131,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000253,0
66000C000254,"環中路/四平路(車流往潭子中山路),Huanzhong Rd/Siping Rd ",120.6835,24.20084,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000254,0
66000C000255,敦化路/經貿路(右側車流往凱旋路)Dunhua Rd/Jingmao Rd (Right side Traffic flow to Kaixuan Rd),120.6582,24.18467,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000255,0
66000C000256,"環中路/榮德路(車流往中清路),Huanzhong Rd/Rongde Rd (traffic to Zhongqing Rd)",120.6683,24.20122,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000256,0
66000C000258,"公益路/文心路(右側車流往忠明南路),Gongyi Rd/Wenxin Rd (Right side Traffic flow to Zhongming S. Rd))",120.6467,24.15092,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000258,0
66000C000259,"公益路/黎明路(右側車流往環中路),Gongyi Rd/Liming Rd (Right side Traffic flow to Huanzhong Rd)",120.6352,24.15129,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000259,0
66000C000260,"臺灣大道/美村路(右側車流往五權路),Taiwan Blvd/Meicun Rd. (Right side Traffic flow to Wuquan Rd.)",120.6624,24.1555,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000260,0
66000C000261,"中科路/中央公園遊客中心(右側車流往河南路),Zhongke Rd/Taichung Central Park (Right side Traffic flow to Henan Rd)",120.6556,24.17995,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000261,0
66000C000263,中清路/雷中街 (右側車流往文心路)Zhongqing Rd /Leizhong St (Right side Traffic flow to Wenxin Rd ),120.6675,24.17961,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000263,0
66000C000264,崇德十九路/崇德路三段(右側車流往四平路)Chongde 19th Rd/Chongde Rd (Right side Traffic flow to Siping Rd ),120.6869,24.19785,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000264,0
66000C000265,崇德路三段/崇德十九路(右側車流往環中路)Chongde Rd/Chongde 19th Rd (Right side Traffic flow to Huanzhong Rd ),120.6865,24.19758,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000265,0
66000C000266,"臺灣大道/東興路(右側車流往台中火車站),Taiwan Blvd /Dongxing Rd.(Right side Traffic flow to Taichung Station)",120.6559,24.15921,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000266,0
66000C000267,"環中路/中科路(車流往臺灣大道) ,Huanzhong Rd./Zhongke Rd.( Traffic flow to  Taiwan Blvd)",120.6521,24.19839,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000267,0
66000C000268,"臺灣大道/建國路(右側車流往文心路),Taiwan Blvd/ Jianguo Rd.(Right side Traffic flow to Wenxin Rd.)",120.6848,24.13765,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000268,0
66000C000269,文心路/公益路(右側車流往向上路) Wenxin Rd./Gongyi Rd.( Right side Traffic flow to Xiangshang Rd.),120.6467,24.15111,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000269,0
66000C000270,"高鐵東路/高鐵五路(右側車流往台74),Gaotie E. Rd.、Gaotie 5rd Rd.(Right side Traffic flow to Expressway no.74)",120.6188,24.11609,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000270,0
66000C000271,"中平路/敦化路(右側車流往黎明路),Zhongping Rd /Dunhua Rd (Right side Traffic flow to Jingmao Rd)",120.6636,24.18525,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000271,0
66000C000272,文心南路/文心南五路(右側車流往五權西路)Wenxin S. Rd./Wenxin S. 5th Rd.(Right side Traffic flow to Wuquan W. Rd.),120.6465,24.13203,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000272,0
66000C000273,"北屯路/進化北路(右側車流往文心路),Beitun Rd./ Jinhua N. Rd.(Right side Traffic flow to Wenxin Rd.)",120.6927,24.16199,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000273,0
66000C000274,環中路/松竹路(右側車流往中清路)Huanzhong Rd. /Songzhu Rd.(Right side Traffic flow to Zhongqing Rd.),120.6711,24.20123,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000274,0
66000C000275,環中路/昌平路(右側車流往中清路)/Huanzhong Rd./Changping Rd . (Right side Traffic flow to Zhongqing Rd.),120.6766,24.2012,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000275,0
66000C000276,"黎明路/經貿路(右側車流往中清路),Liming Rd./Jingmao Rd. (Right side Traffic flow to Zhongqing Rd.)",120.6549,24.19576,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000276,0
66000C000277,中清路/后庄路(右側車流往文心路)Zhongqing Rd./Houzhuang Rd.(Right side Traffic flow to Wenxin Rd.),120.6625,24.18851,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000277,0
66000C000282,"松竹路/松竹一路(右側車流往環中東路),Songzhu Rd/Songzhu 1st Rd.( Right side Traffic flow to Huanzhong E.Rd.)",120.7243,24.18127,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000282,0
66000C000283,"太原路/景賢六路(右側車流往環中東路)Taiyuan Rd./Jingxian 6th Rd.,( (Right side Traffic flow to,Huanzhong E.Rd.)",120.7121,24.16454,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000283,0
66000C000285,中山路/市民大道一段620巷(右側車流往環中東路)Zhongshan Rd./Zhongshan Dist.Ln.620 .(Traffic flow to Huanzhong E.Rd.),120.7129,24.14971,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000285,0
66000C000286,"中山路/樹孝路(右側車流往環中東路)Zhongshan Rd./Shuxiao Rd. (Right side Traffic flow to,Huanzhong E.Rd.)",120.7161,24.14881,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000286,0
66000C000287,松竹路/環中路(右側車流往崇德路) Songzhu Rd./Huanzhong Rd. (Right side Traffic flow to Chongde Rd.),120.671,24.20066,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000287,0
66000C000288,民權路/柳川東路(右側車流往向上路)Minquan Rd./ Liuchuan E. Rd.( Right side Traffic flow to Xiangshang Rd.),120.6759,24.14136,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000288,0
66000C000289,臺灣大道/柳川西路(右側車流往建國路)Taiwan Blvd/Liuchuan W. Rd.(Right side Traffic flow to Jianguo Rd.),120.6775,24.1442,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000289,0
66000C000290,"三民路二段/成功路(右側車流往建國北路),Sec. 2, Sanmin Rd./Chenggong Rd.(Right side Traffic flow to Jianguo N. Rd.)",120.6802,24.1431,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000290,0
66000C000291,"崇德路二段/文心路四段(右側車流往進化北路),Sec. 2, Chongde Rd/Sec. 4, Wenxin Rd(Right side Traffic flow to Jinhua N. Rd)",120.6855,24.1722,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000291,0
66000C000292,環中路/凱旋路(車流往中清路) Huanzhong Rd./Kaixuan Rd.(traffic to Zhongqing Rd.),120.6478,24.19609,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000292,0
66000C000293,建國北路/大慶街(右側車流往忠明南路) Jianguo N. Rd./Daqing St.(Right side Traffic flow to Zhongming S. Rd.),120.6485,24.11963,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000293,0
66000C000294,三民路/育才街(右側車流往公園路) Sanmin Rd./Yucai St.(Right side Traffic flow to Gongyuan Rd.),120.6843,24.15001,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000294,0
66000C000295,文心南路/文心南六路(右側車流往五權西路)Wenxin S. Rd./ Wenxin S. 6th Rd.(Right side Traffic flow to Wuquan W. Rd.),120.6463,24.13083,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000295,0
66000C000296,文心南五路/文心南路(右側車流往黎明路) Wenxin S. 5th Rd./Wenxin S. Rd.(Right side Traffic flow to Liming Rd.),120.6467,24.13203,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000296,0
66000C000297,洲際路/豐樂一街(右側車流往四平路)Zhouji Rd./Fengle 1st St. (Right side Traffic flow to Siping Rd.),120.6805,24.19948,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000297,0
66000C000298,松竹路/環中東路(右側車流往豐興路) Songzhu Rd./Huanzhong E.Rd.(Right side Traffic flow to Fengxing Rd.),120.7214,24.18179,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000298,0
66000C000299,環中路/廣福路(右側車流往台灣大道),120.6441,24.19472,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000299,0
66000C000300,"黎明路/廣福路(車流往中清路),Jingmao Rd/Guangfu Rd (Right side Traffic flow to Zhongqing Rd)",120.6455,24.19239,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000300,0
66000C000301,凱旋路/黎明路(右側車流往經貿五路) Kaixuan Rd./Liming Rd. (Right side Traffic flow to Jingmao 5th Rd.),120.6489,24.19378,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000301,0
66000C000302,"五權路/復興路(右側車流往建成路),Wuquan Rd/Fuxing Rd.(Right side Traffic flow to Jiancheng Rd.)",120.6689,24.12882,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000302,0
66000C000303,太平路/甲堤路(右側車流往環中東路)Taiping Rd./Jiati Rd.(Right side Traffic flow to Huanzhong E. Rd.),120.7072,24.12909,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000303,0
66000C000304,精武路/旱溪東路(右側車流往進化路)Jingwu Rd./Hanxi E. Rd. (Right side Traffic flow to Jinhua Rd.),120.7006,24.148,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000304,0
66000C000307,凱旋路/大鵬路(右側車流往凱旋七街) Kaixuan Rd./Dapeng Rd. (Right side Traffic flow to  Kaixuan 7th street),120.6518,24.17821,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000307,0
66000C000308,凱旋路/經貿五路(車流往敦化路),120.6505,24.19097,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000308,0
66000C000309,大鵬路/中科路(右側車流往中清路) Dapeng Rd./Zhongke Rd. (Right side Traffic flow to Zhongqing Rd.),120.6554,24.17817,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000309,0
66000C000310,大鵬路/經貿路(右側車流往凱旋路) Dapeng Rd./Jingmao Rd. (Right side Traffic flow to Kaixuan Rd.),120.6595,24.17815,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000310,0
66000C000311,甘肅路/甘河路(右側車流往文心路) Gansu Rd./Ganhe Rd. (Right side Traffic flow to Wenxin Rd.),120.6555,24.17385,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000311,0
66000C000312,經貿路/經貿五路(車流往黎明路) Jingmao Rd./Jingmao 5th Rd (Traffic flow to Liming Rd.),120.6576,24.19018,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000312,0
66000C000313,文心路/甘肅路(右側車流往河南路) Wenxin Rd./Gansu Rd. (Right side Traffic flow to Henan Rd.),120.656,24.16946,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000313,0
66000C000314,中科路/黎明路(右側車流往經貿五路) Zhongke Rd./Liming Rd. (Right side Traffic flow to Jingmao 5th Rd.),120.6533,24.19546,https://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000314,0
